Verb,Fightin_Word_Score_GPT,Fightin_Word_Score_LLAMA
bloeien,-3.6990155635769537,0.4444580626536997
talenteren,-3.522317325814257,-5.622839438274067
stuiten,-3.109502953459541,0.4444580626536997
brengen,-2.496687106921239,2.229074981091027
stellen,-2.194929014516572,-0.1824237031068696
vullen,-2.165870228132032,0.5140346293049997
specialiseren,-2.142890105515564,-11.27154480833967
worstelen,-1.96423013799294,-0.6029503926789195
zetten,-1.7672300100142242,0.3748690551377941
verliezen,-1.5904590015106992,0.4851611991314212
zorgen,-1.5904590015106992,-0.8509035085969333
nemen,-1.5192203848205357,2.2659454673813477
maken,-1.5192203848205357,1.343936950435965
ontmoeten,-1.5155402757893617,2.594102187877549
doorbrengen,-1.5136989847132738,1.6971409669296729
weerspiegelen,-1.2351984909546128,-0.543697583885619
leiden,-1.1538054425710018,1.7301309248372176
leven,-0.8884371709706221,2.8187629079288268
droomen,-0.8884371709706221,-3.5943657086158494
dwingen,-0.8841133090008922,0.4444580626536997
lopen,-0.871915320623492,0.5547244460130841
vergeten,-0.871915320623492,0.4444580626536997
fascineren,-0.871915320623492,2.7337134692846394
opduiken,-0.871915320623492,0.3748690551377941
volgen,-0.7853282247969817,-10.155569934157311
herstellen,-0.7319160163711103,0.4444580626536997
wijden,-0.5679915003663248,0.6852160012062479
merken,-0.5679915003663248,1.7319800731200696
verrassen,-0.5679915003663248,-0.6029503926789195
nspireren,-0.5679915003663248,0.6467123812268899
ontdekken,-0.5610950245268436,4.989476820745836
fietsen,-0.4980400263211198,0.3748690551377941
terugvinden,-0.4980400263211198,0.4851611991314212
teruggekeerd,-0.4980400263211198,0.3748690551377941
zoeken,-0.4980400263211198,-5.161883382591161
luisteren,-0.4980400263211198,-0.6029503926789195
lost,-0.4980400263211198,0.3748690551377941
graafen,-0.4980400263211198,0.3748690551377941
slagen,-0.4980400263211198,0.6155623736548135
ontsnappen,-0.4980400263211198,0.3748690551377941
verlangen,-0.4980400263211198,0.5364281619342899
bestaan,-0.4980400263211198,-0.6835802955319117
combineren,-0.4980400263211198,0.5364281619342899
blijken,-0.3905468496263067,0.7132112963513865
veranderen,-0.3318101599191304,0.5701941202146346
wonen,-0.3009127464811015,1.9607200534238831
bekendstaan,-0.2766502266194719,-0.4650325692521933
stelen,-0.2766502266194719,-0.543697583885619
schilderen,-0.2766502266194719,-7.138090681082832
vragen,-0.2766502266194719,-3.100485447170254
leren,-0.2766502266194719,2.0475410843323307
helpen,-0.2766502266194719,0.4837210587496883
denken,-0.2766502266194719,3.181261204787572
oproepen,-0.2766502266194719,0.3748690551377941
luistren,-0.2766502266194719,-0.543697583885619
bezighouden,-0.2766502266194719,-0.6137312985486665
wandelen,-0.1343013121552117,-1.375718010603938
plaatsvinden,-0.1343013121552117,-0.6029503926789195
dwalen,-0.1343013121552117,0.3748690551377941
confronteren,-0.0376790237723627,0.583595434356647
beginnen,-0.0324682947014657,2.9121551021419374
fotograferen,0.0162537223497625,-0.1312220340348707
vallen,0.0162537223497625,0.691242087145374
ingehuurd,0.0162537223497625,0.5364281619342899
draaien,0.0162537223497625,-0.6029503926789195
vastberaden,0.0162537223497625,-0.6029503926789195
voelen,0.1300204700566797,4.099013275466232
gaan,0.1656430389303622,2.9529575154002154
inhuuren,0.1656430389303622,0.3748690551377941
zet,0.2455220183836591,0.3748690551377941
willen,0.2455220183836591,-6.693989010871541
runen,0.2455220183836591,-0.7652383791147301
twijfelen,0.2455220183836591,0.5140346293049997
geven,0.2455220183836591,1.7319800731200696
gẹ,0.2455220183836591,0.3748690551377941
hebben,0.2717524087325944,5.886481063761212
leeft,0.3497126893316511,-0.654605316118201
weigeren,0.4205896217330367,0.3748690551377941
oplossen,0.4205896217330367,3.3222449802726426
ren,0.4205896217330367,0.3748690551377941
