Verbs,Fightin_Word_Score_GPT,Fightin_Word_Score_LLAMA
koken,0.5866980978673898,0.4424302579704931
zetten,0.5962694333851931,-0.7190911675041541
terugkeren,0.6339189848681891,0.4424302579704931
stoppen,0.6906986623574911,0.7435089887754256
helpen,0.7310815417553881,0.2035320834150232
zitten,0.7310815417553881,0.7255575134524875
vastberaden,0.9411465477595784,0.5237263682108954
hopenen,0.9760188447652104,-1.8483288611346809
verdwijnen,0.9760188447652104,-1.5699277607485125
proberen,0.9760188447652104,0.3729569499841074
willen,0.9760188447652104,0.5875205687243968
denken,0.9760188447652104,-0.4114112438343079
terugvinden,1.0945133783039989,-0.7552442077720627
beginnen,1.1825655076442705,4.869556291189654
bereiken,1.2011367904712025,0.3729569499841074
laten,1.229971655846754,-1.2386731050726512
vallen,1.2476108917603432,0.7484549036358623
weten,1.2823307904223176,3.3937496106001803
