Adjectives,Fightin_Word_Score_GPT,Fightin_Word_Score_LLAMA
succesvol,-3.082745732232018,-7.368702158420542
verlegen,-3.026422547911631,0.467161959681065
ambitieus,-2.9038376290230925,1.3162827794215306
talentvol,-2.7596153867905007,-2.334670127370244
freelance,-2.5666961276298146,0.3144808710268147
romantisch,-1.7389922914735538,-1.410287309566563
vastbesloten,-1.20431514010995,-0.5618295745721771
prachtig,-1.20431514010995,0.3144808710268147
dagelijks,-0.8629970095697999,0.4264423918494004
natuurlijk,-0.8629970095697999,0.467161959681065
architect,-0.8145831263962054,-0.5618295745721771
bezig,-0.7793234416694328,4.448168567875762
crẹ,-0.6334237911274312,0.3568662361829184
bijzonder,-0.6064663591516579,0.4264423918494004
kleurrijk,-0.5654969421833244,-0.5618295745721771
creatief,-0.5654969421833244,-5.761985305960368
gefocust,-0.5157464536739295,0.3568662361829184
laat,-0.4954466620816364,0.467161959681065
journalistiek,-0.4954466620816364,0.3568662361829184
lily,-0.4954466620816364,0.6146298444752466
kort,-0.4954466620816364,0.3568662361829184
vrouwelijk,-0.4954466620816364,-0.2801055150149466
vroeg,-0.4954466620816364,0.4264423918494004
nederlands,-0.4954466620816364,0.4264423918494004
drastisch,-0.4954466620816364,0.5881933373891496
echt,-0.4954466620816364,0.7028541715744974
ander,-0.4954466620816364,0.4493551531891818
duurzaam,-0.4954466620816364,2.3021819352721007
modern,-0.4472231912105035,-0.6320061752001198
werkzaam,-0.2575987018422884,-1.410287309566563
nieuw,-0.2575987018422884,-2.830381387349578
focusten,-0.2575987018422884,-0.3929592977345297
vol,-0.2575987018422884,-0.6320061752001198
eigen,-0.2575987018422884,-0.7154581974125775
stil,-0.2575987018422884,0.3568662361829184
trouw,-0.2575987018422884,0.3568662361829184
uurlang,-0.2575987018422884,0.3568662361829184
zorgvuldig,-0.2575987018422884,0.4264423918494004
mooi,-0.2575987018422884,0.4493551531891818
eigenzinnig,0.268116637371281,-0.5618295745721771
sterk,0.268116637371281,-0.3929592977345297
vast,0.268116637371281,0.51847965895604
oud,0.268116637371281,-0.7020756458702756
genaamd,0.2875921416584502,-2.20354496854483
charmant,0.3768004152835999,-2.2645886341327373
eenzaam,0.3821186192701239,0.4134450541760215
scherp,0.4233619782903074,-0.5618295745721771
rijk,0.4233619782903074,-0.5618295745721771
passievol,0.4233619782903074,0.3568662361829184
bewust,0.4233619782903074,0.4264423918494004
onzeker,0.4233619782903074,0.4264423918494004
bekendstaat,0.4233619782903074,-0.7322165094067237
eerder,0.4233619782903074,1.8673604087044824
zoet,0.4233619782903074,-0.5618295745721771
eerlijk,0.4233619782903074,-0.7322165094067237
eigenlijk,0.4233619782903074,-1.1919857013446056
vragen,0.4233619782903074,-0.6320061752001198
terughouden,0.4233619782903074,-0.5618295745721771
verschillend,0.4233619782903074,0.3568662361829184
enthousiast,0.4233619782903074,-1.410287309566563
direct,0.4233619782903074,-5.291154278175658
hard,0.4233619782903074,-0.0879933351093374
constant,0.4233619782903074,0.3568662361829184
levendig,0.4233619782903074,0.3568662361829184
groot,0.4233619782903074,-0.2681062200784779
onafhankelijk,0.4233619782903074,0.3568662361829184
uniek,0.4931781048578329,0.3568662361829184
waar,0.4931781048578329,-3.303646436598524
voorzichtig,0.4931781048578329,0.4264423918494004
charismatisch,0.4931781048578329,-0.7020756458702756
intens,0.4931781048578329,0.3568662361829184
bereid,0.4931781048578329,-0.2801055150149466
trots,0.5340300347500374,-0.6883379331331764
perfect,0.5340300347500374,0.3568662361829184
aanstekelijk,0.5340300347500374,0.4264423918494004
hetzelfde,0.5340300347500374,0.3144808710268147
zeker,0.5558213417844604,0.3568662361829184
speciaal,0.5630325483846,-0.6729940305138873
architecturaal,0.5855473414478779,-0.8135502268897732
uiteindelijk,0.5855473414478779,0.6355829235923086
belangrijk,0.5855473414478779,-0.6320061752001198
knapp,0.6039610485872113,-0.5618295745721771
nodig,0.6366905100553422,0.7028541715744974
klaar,0.6366905100553422,0.7848046446826515
vaak,0.6637779924539028,0.51847965895604
bekend,0.6899221279651832,1.338441373376803
nieuwsgierig,0.916471073198499,-0.6729940305138873
lang,0.916471073198499,2.5402720113021515
jaarlang,0.916471073198499,-1.0339365893198356
precies,0.916471073198499,0.0811574338232302
wennen,0.9451090930815668,0.3568662361829184
snel,0.9451090930815668,3.158092528401618
verliefd,1.297750943603789,5.257814701557868
diep,1.621149185208672,0.467161959681065
plotseling,2.424188587890142,1.5593906296997315
eindelijk,2.5704806981811603,0.2633917125373702
druk,3.410183320732918,-0.3929592977345297
