Adjective,Fightin_Word_Score_GPT,Fightin_Word_Score_LLAMA
bekende,0.714591629910572,-0.8362857056331702
donkere,0.7403206731437811,-0.9977808722482042
dieper,0.7635243317842809,-0.9057544432204558
hardwerkende,0.7741940511698918,-0.7668585071752516
enorme,0.8077272763954292,-0.7668585071752516
introverte,0.8077272763954292,0.7978539088695388
vast,0.816880560530644,-0.8362857056331702
interessante,0.8442596970967043,-6.649459963148948
slimme,0.8442596970967043,-2.0652789730539367
erg,0.8442596970967043,-0.9057544432204558
gewoon,0.8690067588692141,-0.7668585071752516
juist,0.8780265049737856,-2.198842688979232
talloze,0.8780265049737856,-0.7668585071752516
eerste,0.8949461989328522,-0.876913533860706
vreemde,0.9056241335962052,-1.0242101250350468
geheimzinnig,0.923839192119199,0.8692790481242874
dezelfde,0.9330934317677828,0.7978539088695388
moeilijk,0.9487940054951596,-0.9057544432204558
bewust,0.9549462912135708,4.906045442146706
trouw,0.9888841070265034,-0.876913533860706
aanvankelijk,1.0272418014570377,-0.7868472195740237
indrukwekkende,1.043530135729779,0.7978539088695388
dichte,1.0600307351943692,-0.7668585071752516
vreemd,1.0671066824439654,-0.7668585071752516
geheim,1.0795807165333398,-6.400936571652496
enorm,1.129708581156642,-0.8362857056331702
normale,1.129708581156642,0.7978539088695388
luxueuze,1.129708581156642,-2.4426973910992418
eigenlijk,1.1433715662925326,-7.103118609973055
anonieme,1.1451122422513946,-6.649459963148948
iconische,1.1469022236937505,-0.7668585071752516
levendiger,1.1469022236937505,-4.090665105955513
dichter,1.1483966270490469,1.1722053337525389
analytische,1.1576245201515445,0.7978539088695388
constant,1.1587418596773027,-2.361548240410521
eerst,1.1587418596773027,-0.876913533860706
precies,1.193372218407221,9.937557180691122
creatieve,1.197256632735559,2.1091915091163957
nieuwsgierig,1.237648874982584,-2.0652789730539367
illegale,1.2686586261055397,4.355583648828187
grote,1.2857238784791685,-12.896239591898595
belangrijkste,1.3431177308327675,0.9079341482896276
spoorloos,1.35236260612999,0.8712248648605716
modern,1.3572585365511296,-0.7668585071752516
exotische,1.3995920020060355,5.501204885045822
andere,1.404820131978792,4.101028843967399
anoniem,1.410015593207815,0.9377844243624202
natuurlijk,1.4776680513148008,-2.02000958389206
complexer,1.5242284300175613,0.9079341482896276
angstig,1.5458737956996762,0.9509028647197304
enthousiast,1.5458737956996762,-1.1749332485471295
geheime,1.5832051213469047,6.952079138173278
kort,1.606829662835072,-0.0725918507574518
bereid,1.639967161992166,-4.143497567795234
nerveus,1.6439509906130936,-0.7668585071752516
hetzelfde,1.6456623652185989,-0.7668585071752516
plotseling,1.6995616800839377,-0.9057544432204558
dagenlang,1.7431957413269474,0.8672947382289993
regenachtige,1.7635877068503705,0.8017827503169213
eindelijk,1.782066866762667,2.976223849641021
eerlijke,1.846540789044022,0.7978539088695388
favoriete,1.8862953225466024,0.7978539088695388
geestelijke,1.8862953225466024,-0.7668585071752516
architecturale,1.920654720025082,-0.7668585071752516
regelmatig,1.95294146781844,-0.876913533860706
machtige,1.959252415554,0.9407211901492596
verliefd,1.9631202000566483,6.952079138173278
nieuwe,1.9939092148960469,-6.215350990554024
invloedrijke,1.9954371212783448,-0.8362857056331702
druk,2.000206915833069,0.8017827503169213
succesvol,2.04169129714793,7.28546053801913
vrije,2.0785431177539224,0.7978539088695388
avontuurlijke,2.1393548504259794,-0.8362857056331702
stormachtige,2.262865118448296,-0.9464372083687476
jarenlang,2.427808581982009,-4.344094049819607
gevaarlijke,2.458155653405361,4.693362989983187
veilig,2.4705958279645577,-0.8362857056331702
zoek,2.630717907026816,-3.834125421321137
grootschalige,2.6673736102073127,0.9079341482896276
voormalig,2.8690353912520146,0.8017827503169213
literaire,2.881801503209401,5.096611788933364
rijke,2.93738017736907,4.149157462795529
laat,3.018655155842612,-5.480500057063948
eenvoudig,3.1289214542898103,-0.876913533860706
financiële,3.15586959748054,4.527443339677428
perfect,3.2132367412774063,-6.120115617186764
mysterieuze,3.506451292619676,6.53739474300875
romantische,3.5989009469959488,-3.2395680992594444
hele,3.628568029383081,5.170340072523676
uiteindelijk,3.7137635536764657,-5.085204311554471
duistere,3.9802518612298967,0.9946914351032126
bekend,4.580048337843779,-5.032171248288452
perfecte,5.71724750241155,10.910786141725625
korte,7.278159305787296,11.784583532971451
