Verb,Fightin_Word_Score_GPT,Fightin_Word_Score_LLAMA
zijn,-4.067340835753116,-10.96481238515678
doorbrengen,-2.359890803880177,0.4449141393311189
staan,-2.1167648640817105,0.4383467127912172
leiden,-2.0396379065225205,0.4737695359146183
verbergen,-2.0336895617444344,2.627216814994309
leven,-1.975533683293583,0.5551173911847748
ontmoeten,-1.854003480126092,3.978452577198481
stuiten,-1.811249941093321,0.3347560992054069
ontdekken,-1.6725101581716195,5.265453245712347
confronteren,-1.6012961315388343,0.4737695359146183
steken,-1.584779071972672,0.3347560992054069
volgen,-1.558607675754322,0.8662481979600829
stoppen,-1.5277391079444127,0.6536367621133036
krijgen,-1.428617259581469,0.6944770517537692
houden,-1.2563603016056,3.5184176696513934
benaderen,-1.2473037794468962,0.4042455171981337
vastleggen,-1.007801906254513,0.3347560992054069
worden,-0.92200578856924,-1.5912119971689027
zetten,-0.903665134601318,0.4042455171981337
toewijzen,-0.8832270167040477,0.3347560992054069
vernietigen,-0.8832270167040477,0.3347560992054069
geven,-0.8832270167040477,-7.059818326692759
draaien,-0.8832270167040477,0.5144398607252756
ontstaan,-0.8832270167040477,-0.8895737376776964
aannemen,-0.8832270167040477,0.4961516613429167
vertellen,-0.8832270167040477,0.4737695359146183
toegewijden,-0.8832270167040477,0.3347560992054069
passioneren,-0.7823345211149818,0.4737695359146183
runen,-0.7460039143489577,-0.746429424514006
voelen,-0.7233950062399574,4.183307779759245
fotograferen,-0.6532345688579938,-0.9313107388312194
omringen,-0.6532345688579938,0.5144398607252756
springen,-0.5829740611508177,0.3347560992054069
verwezenlijken,-0.5829740611508177,0.4042455171981337
verrassen,-0.5829740611508177,0.3347560992054069
delen,-0.5829740611508177,0.8150008204567727
aarzelen,-0.5829740611508177,0.5551173911847748
specialiseren,-0.5584325653300191,-7.391247516648889
plaatsvinden,-0.4543430352067347,0.5551173911847748
achtervolgd,-0.4543430352067347,0.3347560992054069
combineren,-0.4543430352067347,-0.5838314808546742
nemen,-0.3943839503066672,2.585651612669424
verliezen,-0.3906180791137601,0.5299033520779433
brengen,-0.2820281279751697,1.0957946893788728
inhuuren,-0.2191565364471833,-0.5838314808546742
proberen,-0.1943901206878637,0.7770473808516553
raken,-0.1943901206878637,0.4449141393311189
hebben,-0.1572119386179798,8.314494053663152
beschermen,-0.1302776026592119,0.4042455171981337
stellen,-0.1302776026592119,-0.4052909575472515
terugkeren,-0.1302776026592119,0.5752555318305449
wonen,-0.1302776026592119,-0.1385919460164584
gebruiken,-0.1139410169189417,-0.8895737376776964
maken,-0.1139410169189417,3.609309826030898
vechten,0.1235758070473758,2.627216814994309
aangaan,0.1235758070473758,0.4449141393311189
ontsnappen,0.1235758070473758,0.5656900522418381
willen,0.1235758070473758,3.435702247339723
groeien,0.1235758070473758,2.712400202111061
helpen,0.1235758070473758,-0.5708017656785555
geloven,0.1235758070473758,0.1147049185060298
onthullen,0.1794724165634589,-1.819014803516452
worstelen,0.1849776079427939,-0.0756252558532786
overleven,0.3307510723704289,0.4737695359146183
beseven,0.3330085023006356,0.4737695359146183
verdiepen,0.3357524991084955,-0.4619236081564807
overlijden,0.3357524991084955,0.3347560992054069
overtreffen,0.3357524991084955,0.4737695359146183
opgaan,0.3357524991084955,0.4042455171981337
ontwikkelen,0.3357524991084955,0.4449141393311189
overweldigen,0.3357524991084955,-0.5838314808546742
sluiten,0.3357524991084955,0.5432996733399383
riskeren,0.3357524991084955,0.7235280912146169
rijden,0.3357524991084955,0.4042455171981337
verschijnen,0.3357524991084955,0.3347560992054069
vallen,0.3357524991084955,-8.13282552070724
praten,0.3357524991084955,-1.2554850198741834
plegen,0.3357524991084955,0.4042455171981337
slagen,0.3357524991084955,0.4961516613429167
reageren,0.3357524991084955,0.3347560992054069
wandelen,0.3357524991084955,0.4042455171981337
droomen,0.3357524991084955,0.7770473808516553
wagen,0.3357524991084955,0.3347560992054069
elimineren,0.3357524991084955,0.5144398607252756
eten,0.3357524991084955,-0.5838314808546742
vragen,0.3357524991084955,-0.9165398987411896
halen,0.3357524991084955,0.4042455171981337
identificeren,0.3357524991084955,0.5299033520779433
doorgaan,0.3357524991084955,0.4042455171981337
bouwen,0.3357524991084955,0.4591247695629411
begrijpen,0.3357524991084955,0.5299033520779433
innemen,0.3357524991084955,-0.5838314808546742
bekijken,0.3357524991084955,0.3347560992054069
bepalen,0.3357524991084955,0.3347560992054069
winnen,0.3357524991084955,-0.1385919460164584
besteden,0.3357524991084955,2.995754578173876
bieden,0.3357524991084955,-1.5912119971689027
heersen,0.3357524991084955,0.3347560992054069
missen,0.3357524991084955,0.4042455171981337
kosten,0.3357524991084955,0.3347560992054069
volbrengen,0.3357524991084955,0.3347560992054069
vist,0.3357524991084955,0.3347560992054069
inspireren,0.3357524991084955,0.3347560992054069
jagen,0.3357524991084955,0.3347560992054069
koken,0.3357524991084955,0.5144398607252756
vinden,0.3664789428302144,1.2647305297310685
onderhouden,0.4052757554441974,0.4042455171981337
vergeten,0.4052757554441974,0.6454104349497854
zoeken,0.4052757554441974,0.5144398607252756
uitvoeren,0.4052757554441974,0.4042455171981337
verzamelen,0.4052757554441974,0.3347560992054069
opmerken,0.4052757554441974,0.4449141393311189
verbinden,0.4052757554441974,0.3347560992054069
horen,0.4052757554441974,-7.553491824604515
kennen,0.4052757554441974,0.4449141393311189
voltooien,0.4052757554441974,0.3347560992054069
spreken,0.4052757554441974,0.4449141393311189
fascineren,0.4052757554441974,-0.7376494271720646
stappen,0.4052757554441974,0.4737695359146183
