Verb,Fightin_Word_Score_GPT,Fightin_Word_Score_LLAMA
zoeken,0.1836203324997648,0.199442179730883
geloven,0.2367130703328077,0.5772368020955881
vergeten,0.2484071998047461,0.3432322356097857
koestren,0.2484071998047461,0.4280779709091539
verdiepen,0.2484071998047461,0.4126383691480732
afvragen,0.2484071998047461,-1.7650782666254368
stond,0.2484071998047461,0.3432322356097857
beseven,0.2484071998047461,0.2334294439303728
beschermen,0.2484071998047461,-2.437011572175675
doen,0.2629874766562337,0.9068378209233264
opofferen,0.3495576270453502,0.3026590545657818
ontvouwen,0.3495576270453502,0.2334294439303728
opsporen,0.3495576270453502,0.2334294439303728
reageren,0.3495576270453502,-0.3122145851592709
samenvoegen,0.3495576270453502,-0.6851691218275324
ontwaken,0.3495576270453502,0.3026590545657818
respecteren,0.3495576270453502,0.2334294439303728
roepen,0.3495576270453502,0.3026590545657818
passen,0.3495576270453502,0.3432322356097857
vloeien,0.3495576270453502,0.3432322356097857
vertrekken,0.3495576270453502,-1.2621765384600874
verslaan,0.3495576270453502,0.2334294439303728
verschriken,0.3495576270453502,0.3026590545657818
voorspellen,0.3495576270453502,0.3720338163785795
voortduren,0.3495576270453502,0.3026590545657818
zette,0.3495576270453502,0.3026590545657818
weigeren,0.3495576270453502,0.3432322356097857
wapenen,0.3495576270453502,0.3026590545657818
waarderen,0.3495576270453502,-0.0772758102659888
waaien,0.3495576270453502,0.3720338163785795
verdienen,0.3495576270453502,0.3720338163785795
storten,0.3495576270453502,0.2334294439303728
steken,0.3495576270453502,0.3432322356097857
spoken,0.3495576270453502,0.3026590545657818
snuffelen,0.3495576270453502,0.2334294439303728
snijden,0.3495576270453502,0.6452625059162329
schitteren,0.3495576270453502,-0.7966305713059303
verbeteren,0.3495576270453502,0.6146648965970677
vastberaden,0.3495576270453502,0.3943788608661931
uitzoeken,0.3495576270453502,-2.737723955049507
uitschakelen,0.3495576270453502,0.3943788608661931
uitmaken,0.3495576270453502,0.3720338163785795
zwijgen,0.3495576270453502,-0.6851691218275324
herkenen,0.3495576270453502,-0.755594382280287
bereiken,0.3495576270453502,0.6252566204454578
hacken,0.3495576270453502,0.4532522406291948
gewaagd,0.3495576270453502,0.3720338163785795
hield,0.3495576270453502,-1.2970768586304162
introduceren,0.3495576270453502,-0.7966305713059303
ingaan,0.3495576270453502,0.3026590545657818
identificeren,0.3495576270453502,0.2334294439303728
hurun,0.3495576270453502,0.3026590545657818
concentreren,0.3495576270453502,0.4182198167099946
bezoeken,0.3495576270453502,0.3026590545657818
fixeren,0.3495576270453502,0.3026590545657818
bestrijden,0.3495576270453502,0.5670226264576746
experimenteren,0.3495576270453502,0.3026590545657818
betalen,0.3495576270453502,0.2334294439303728
dwarsbomen,0.3495576270453502,0.3026590545657818
duren,0.3495576270453502,0.3026590545657818
bewonderde,0.3495576270453502,0.2334294439303728
doorzocht,0.3495576270453502,0.2334294439303728
dwalen,0.3495576270453502,0.2334294439303728
obsederen,0.3495576270453502,0.2334294439303728
meedelen,0.3495576270453502,0.3026590545657818
accepteren,0.3495576270453502,0.3943788608661931
