werken,-4.8494183571041285
talenteren,-4.229148141545401
zijn,-4.067340835753116
doorbrengen,-2.359890803880177
staan,-2.1167648640817105
leiden,-2.0396379065225205
wekken,-2.0336895617444344
verbergen,-2.0336895617444344
leven,-1.975533683293583
reizen,-1.975533683293583
ontmoeten,-1.8540034801260916
stuiten,-1.811249941093321
botsen,-1.811249941093321
ontdekken,-1.6725101581716195
confronteren,-1.6012961315388345
steken,-1.584779071972672
volgen,-1.558607675754322
stoppen,-1.5277391079444127
krijgen,-1.428617259581469
houden,-1.2563603016056
benaderen,-1.2473037794468962
opbloeien,-1.007801906254513
toegewijd,-1.007801906254513
vastleggen,-1.007801906254513
worden,-0.92200578856924
zetten,-0.9036651346013181
toewijzen,-0.8832270167040477
beweren,-0.8832270167040477
verhaalal,-0.8832270167040477
transformeren,-0.8832270167040477
vernietigen,-0.8832270167040477
geven,-0.8832270167040477
roepen,-0.8832270167040477
draaien,-0.8832270167040477
respecteren,-0.8832270167040477
ontstaan,-0.8832270167040477
gegooid,-0.8832270167040477
aannemen,-0.8832270167040477
vertellen,-0.8832270167040477
meegesleept,-0.8832270167040477
deelnemen,-0.8832270167040477
verwikkelen,-0.8832270167040477
toegewijden,-0.8832270167040477
passioneren,-0.7823345211149818
runen,-0.7460039143489577
voelen,-0.7233950062399574
fotograferen,-0.6532345688579938
domineren,-0.6532345688579938
omringen,-0.6532345688579938
verstpen,-0.6532345688579938
bedreigen,-0.6392604805892128
voortkomen,-0.5829740611508177
opgeschreven,-0.5829740611508177
overbruggen,-0.5829740611508177
overhalen,-0.5829740611508177
drijft,-0.5829740611508177
plagen,-0.5829740611508177
laat,-0.5829740611508177
kraken,-0.5829740611508177
presenteren,-0.5829740611508177
springen,-0.5829740611508177
registreren,-0.5829740611508177
verwezenlijken,-0.5829740611508177
inzien,-0.5829740611508177
rondreisten,-0.5829740611508177
gewist,-0.5829740611508177
rusten,-0.5829740611508177
vormgeven,-0.5829740611508177
verrassen,-0.5829740611508177
intrigerend,-0.5829740611508177
gedeelde,-0.5829740611508177
delen,-0.5829740611508177
bloeit,-0.5829740611508177
achterlaten,-0.5829740611508177
aarzelen,-0.5829740611508177
toegeven,-0.5829740611508177
botaniste,-0.5829740611508177
binnengebrachten,-0.5829740611508177
aankondigen,-0.5829740611508177
vergen,-0.5829740611508177
afbreken,-0.5829740611508177
vasthouden,-0.5829740611508177
verhaalals,-0.5829740611508177
bezorgen,-0.5829740611508177
brouwen,-0.5829740611508177
specialiseren,-0.5584325653300191
plaatsvinden,-0.4543430352067347
meedragen,-0.4543430352067347
achtervolgd,-0.4543430352067347
herontdekken,-0.4543430352067347
betovren,-0.4543430352067347
combineren,-0.4543430352067347
nemen,-0.3943839503066672
verliezen,-0.3906180791137601
bloeien,-0.35726561503334625
brengen,-0.28202812797516974
inhuuren,-0.2191565364471833
proberen,-0.19439012068786374
raken,-0.19439012068786374
hebben,-0.15721193861797989
verbannen,-0.13027760265921198
beschermen,-0.13027760265921198
handelen,-0.13027760265921198
stellen,-0.13027760265921198
terugkeren,-0.13027760265921198
blootleggen,-0.13027760265921198
dreigen,-0.13027760265921198
wonen,-0.13027760265921198
gebruiken,-0.11394101691894172
maken,-0.11394101691894172
vangen,0.009615679275921161
vastzitten,0.12357580704737581
vechten,0.12357580704737581
aangaan,0.12357580704737581
omarmen,0.12357580704737581
overwinnen,0.12357580704737581
ontsnappen,0.12357580704737581
willen,0.12357580704737581
groeien,0.12357580704737581
helpen,0.12357580704737581
geloven,0.12357580704737581
onthullen,0.17947241656345897
worstelen,0.18497760794279391
merken,0.33075107237042894
overleven,0.33075107237042894
meegezogen,0.33075107237042894
ingehuurd,0.33300850230063567
beseven,0.33300850230063567
staren,0.33575249910849553
overeenkomen,0.33575249910849553
verdiepen,0.33575249910849553
tikken,0.33575249910849553
tilen,0.33575249910849553
overlijden,0.33575249910849553
overtreffen,0.33575249910849553
smeekken,0.33575249910849553
opstapelen,0.33575249910849553
steelen,0.33575249910849553
vervloeken,0.33575249910849553
verkeren,0.33575249910849553
opgaan,0.33575249910849553
opfleuren,0.33575249910849553
verwelken,0.33575249910849553
steln,0.33575249910849553
vergeet,0.33575249910849553
testen,0.33575249910849553
ontwikkelen,0.33575249910849553
verwerpen,0.33575249910849553
terugbrengen,0.33575249910849553
terugdraaien,0.33575249910849553
terugkrijgen,0.33575249910849553
teruggetrokken,0.33575249910849553
oplichten,0.33575249910849553
overweldigen,0.33575249910849553
sluiten,0.33575249910849553
uitdagen,0.33575249910849553
riskeren,0.33575249910849553
rondwar,0.33575249910849553
rijden,0.33575249910849553
resulteren,0.33575249910849553
uitgedaagd,0.33575249910849553
verrijken,0.33575249910849553
verschijnen,0.33575249910849553
uitgroeien,0.33575249910849553
verstooren,0.33575249910849553
verklaren,0.33575249910849553
renommeeren,0.33575249910849553
uitvinden,0.33575249910849553
traceren,0.33575249910849553
overwerk,0.33575249910849553
sabotagepogingen,0.33575249910849553
samengaan,0.33575249910849553
verlopen,0.33575249910849553
presteren,0.33575249910849553
vallen,0.33575249910849553
praten,0.33575249910849553
schatt,0.33575249910849553
plegen,0.33575249910849553
verontrusten,0.33575249910849553
plannen,0.33575249910849553
schuilen,0.33575249910849553
verkiezen,0.33575249910849553
vermoeden,0.33575249910849553
slagen,0.33575249910849553
reageren,0.33575249910849553
loslaten,0.33575249910849553
verhuizen,0.33575249910849553
ontmaskerd,0.33575249910849553
wandelen,0.33575249910849553
droom,0.33575249910849553
droomen,0.33575249910849553
wagen,0.33575249910849553
